priority_rank,name,state,city,tier,assets_musd,offices,est_net_benefit,net_low,net_high,roi_pct,log_assets,log_offices,cluster,segment,segment_rank
3385,Woodsfield Savings Bank,OH,Woodsfield,Micro community,121.8,3.0,27676.3477204727,5354.5314104727,49998.164030472704,65.24637945165583,5.085647288296856,1.3862943611198906,2,D — Low priority,4
3386,Stockmens National Bank in Cotulla,TX,Cotulla,Micro community,121.4,1.0,27549.931998598306,5310.012793598307,49789.851203598286,65.09175261605559,5.084218686739239,0.6931471805599453,2,D — Low priority,4
3387,"The Samson Banking Company, Inc.",AL,Samson,Micro community,121.4,2.0,27542.01517122,5307.225986220001,49776.80435621999,65.08205545664129,5.084218686739239,1.0986122886681096,2,D — Low priority,4
3388,Commercial State Bank,TX,Palmer,Micro community,121.3,3.0,27524.485823155912,5301.055968155917,49747.91567815592,65.06057839687423,5.083860800866573,1.3862943611198906,2,D — Low priority,4
3389,McIntosh County Bank,ND,Ashley,Micro community,121.2,2.0,27489.712999833813,5288.818589833812,49690.60740983381,65.01795117794991,5.083502619830267,1.0986122886681096,2,D — Low priority,4
3391,First State Bank of Golva,ND,Golva,Micro community,120.9,3.0,27406.33181980044,5259.485834800445,49553.177804800456,64.9156092510447,5.082426300860772,1.3862943611198906,2,D — Low priority,4
3392,Kalamazoo County State Bank,MI,Schoolcraft,Micro community,120.9,3.0,27402.65794962378,5258.193759623777,49547.12213962377,64.91109582215367,5.082426300860772,1.3862943611198906,2,D — Low priority,4
3394,Countryside Bank,NE,Unadilla,Micro community,120.6,3.0,27341.62205012919,5236.732300129192,49446.5118001292,64.83606080008128,5.0813473078041325,1.3862943611198906,2,D — Low priority,4
3395,Midwest National Bank,IL,Sandoval,Micro community,120.6,2.0,27333.71093843396,5233.951208433962,49433.47066843395,64.8263281383345,5.0813473078041325,1.0986122886681096,2,D — Low priority,4
3396,Princeville State Bank,IL,Princeville,Micro community,120.4,2.0,27269.582483924343,5211.412558924345,49327.752408924345,64.74737396963323,5.080626486921806,1.0986122886681096,2,D — Low priority,4
3397,Fredonia Valley Bank,KY,Fredonia,Micro community,120.4,2.0,27258.00134291625,5207.343232916246,49308.659452916254,64.73310400437205,5.080626486921806,1.0986122886681096,2,D — Low priority,4
3398,"Peoples Bank, Mt. Washington",KY,Mount Washington,Micro community,120.3,2.0,27242.18395710657,5201.7858871065655,49282.58202710656,64.71360860672888,5.080265627339845,1.0986122886681096,2,D — Low priority,4
3399,Red River State Bank,MN,Halstad,Micro community,120.2,2.0,27202.07951302183,5187.697973021826,49216.46105302184,64.66414942610564,5.07990446766672,1.0986122886681096,2,D — Low priority,4
3400,The Hamilton Bank,MO,Hamilton,Micro community,120.1,3.0,27187.959572055606,5182.738782055607,49193.18036205562,64.6467258736639,5.079543007402906,1.3862943611198906,2,D — Low priority,4
3401,Chester National Bank,IL,Chester,Micro community,120.1,3.0,27177.228884858883,5178.970264858883,49175.48750485889,64.63348106295275,5.079543007402906,1.3862943611198906,2,D — Low priority,4
3402,Hodge Bank & Trust Company,LA,Hodge,Micro community,119.9,1.0,27130.922138270194,5162.710778270193,49099.13349827018,64.57629037903394,5.078819183098848,0.6931471805599453,2,D — Low priority,4
3403,"Lone Oak Bank, National Association",TX,Eldorado,Micro community,119.9,2.0,27128.38113264105,5161.818707641054,49094.94355764106,64.57315050777719,5.078819183098848,1.0986122886681096,2,D — Low priority,4
3404,Bedford Loan & Deposit Bank,KY,Bedford,Micro community,119.6,3.0,27055.266384258397,5136.1566442583935,48974.37612425841,64.48273132842924,5.077731179652392,1.3862943611198906,2,D — Low priority,4
3405,DNB NATIONAL BANK,SD,Clear Lake,Micro community,119.6,2.0,27054.13734683536,5135.76046683536,48972.51422683537,64.48133397272554,5.077731179652392,1.0986122886681096,2,D — Low priority,4
3406,Headwaters State Bank,WI,Land O' Lakes,Micro community,119.6,2.0,27049.62124217476,5134.175802174752,48965.06668217474,64.47574426956223,5.077731179652392,1.0986122886681096,2,D — Low priority,4
3407,United Bank & Trust Co.,IA,Marshalltown,Micro community,119.6,2.0,27032.68649159675,5128.233951596758,48937.13903159676,64.45477888630619,5.077731179652392,1.0986122886681096,2,D — Low priority,4
3408,Union State Bank,WI,West Salem,Micro community,119.1,2.0,26896.39874910775,5080.439054107748,48712.35844410776,64.28577712339106,5.075911761482778,1.0986122886681096,2,D — Low priority,4
3409,Blissfield State Bank,MI,Blissfield,Micro community,119.0,1.0,26861.984541824288,5068.377076824283,48655.592006824285,64.2430242654594,5.075546961392531,0.6931471805599453,2,D — Low priority,4
3410,"Central Savings, f.s.b.",IL,Chicago,Micro community,118.6,2.0,26755.665710898436,5031.130300898436,48480.20112089843,64.11074441920957,5.074084689028243,1.0986122886681096,2,D — Low priority,4
3411,Henderson Federal Savings Bank,TX,Henderson,Micro community,118.5,1.0,26733.391825195533,5023.330400195537,48443.45325019555,64.08299333274307,5.073718350346122,0.6931471805599453,2,D — Low priority,4
3413,The Granville National Bank,IL,Granville,Micro community,118.2,2.0,26656.151899248787,4996.291384248787,48316.01241424879,63.9866566162158,5.072617476545236,1.0986122886681096,2,D — Low priority,4
3414,First State Bank of Bigfork,MN,Bigfork,Micro community,118.2,2.0,26636.704352383007,4989.485672383009,48283.92303238301,63.96237552901823,5.072617476545236,1.0986122886681096,2,D — Low priority,4
3415,Peoples Bank of Graceville,FL,Graceville,Micro community,118.0,1.0,26589.359507007423,4972.92094700742,48205.79806700742,63.90322076205989,5.071882007306125,0.6931471805599453,2,D — Low priority,4
3416,American Metro Bank,IL,Chicago,Micro community,117.9,2.0,26576.115672019158,4968.288217019155,48183.94312701914,63.88666246564669,5.071513805095089,1.0986122886681096,2,D — Low priority,4
3418,Logan County Bank,AR,Scranton,Micro community,117.3,2.0,26395.27417217616,4905.07074717616,47885.47759717616,63.66008565603957,5.069298012115529,1.0986122886681096,2,D — Low priority,4
3420,Scottsdale Community Bank,AZ,Scottsdale,Micro community,117.2,1.0,26370.49520159593,4896.4146965959335,47844.57570659592,63.62897046272313,5.068927611682072,0.6931471805599453,2,D — Low priority,4
3421,Adelphi Bank,OH,Columbus,Micro community,117.0,1.0,26306.587081020905,4874.096381020903,47739.07778102088,63.54864263829858,5.068185861746161,0.6931471805599453,2,D — Low priority,4
3422,"The First National Bank of Nevada, Missouri",MO,Nevada,Micro community,116.9,1.0,26295.04579892796,4870.066913927964,47720.02468392797,63.53412411947774,5.06781451116184,0.6931471805599453,2,D — Low priority,4
3423,State Bank of Bottineau,ND,Bottineau,Micro community,116.9,1.0,26271.401771015837,4861.812946015831,47680.99059601582,63.50436931982081,5.06781451116184,0.6931471805599453,2,D — Low priority,4
3424,Mid-Central National Bank,MN,Wadena,Micro community,116.9,3.0,26271.120306849723,4861.714696849725,47680.525916849714,63.50401501872953,5.06781451116184,1.3862943611198906,2,D — Low priority,4
3429,Collinsville Building and Loan Association,IL,Collinsville,Micro community,116.1,1.0,26066.57304779121,4790.364742791215,47342.78135279121,63.24595511155947,5.064832219738574,0.6931471805599453,2,D — Low priority,4
3431,Metz Banking Company,MO,Nevada,Micro community,116.0,2.0,26019.88931885544,4774.0947038554405,47265.68393385544,63.18689499983105,5.064457989226918,1.0986122886681096,2,D — Low priority,4
3432,TPNB Bank,MO,Paris,Micro community,115.9,2.0,26016.51490524447,4772.9188702444735,47260.11094024447,63.182623628651854,5.064083435963596,1.0986122886681096,2,D — Low priority,4
3433,Spring Valley Bank,OH,Wyoming,Micro community,115.8,1.0,25968.15296585186,4756.06991085186,47180.23602085185,63.121371472862,5.063708559391418,0.6931471805599453,2,D — Low priority,4
3434,The National Bank of Adams County of West Union,OH,West Union,Micro community,115.3,1.0,25829.86351515829,4707.922240158288,46951.80479015828,62.94585978078799,5.061829307294699,0.6931471805599453,2,D — Low priority,4
3435,Carver State Bank,GA,Savannah,Micro community,115.2,2.0,25797.550090852365,4696.678540852368,46898.421640852364,62.90477093622741,5.061452479087193,1.0986122886681096,2,D — Low priority,4
3436,The Commercial Bank Of Ozark,AL,Ozark,Micro community,115.2,2.0,25791.93076543364,4694.723515433638,46889.13801543365,62.89762253768942,5.061452479087193,1.0986122886681096,2,D — Low priority,4
3439,Rushford State Bank (Incorporated),MN,Rushford,Micro community,114.6,2.0,25631.268437984578,4638.860167984578,46623.676707984574,62.69286219258012,5.059184617631371,1.0986122886681096,2,D — Low priority,4
3440,Twin City Bank,WA,Longview,Micro community,114.6,1.0,25630.42606066181,4638.567435661815,46622.28468566181,62.69178665973249,5.059184617631371,0.6931471805599453,2,D — Low priority,4
3441,Community Bank,OK,Bristow,Micro community,114.5,2.0,25597.013931486745,4626.957891486742,46567.06997148675,62.64911022103925,5.058805486675907,1.0986122886681096,2,D — Low priority,4
3442,The First National Bank of Sparta,IL,Sparta,Micro community,114.2,1.0,25518.133220825628,4599.560595825626,46436.705845825614,62.548230677704,5.057666103909829,0.6931471805599453,2,D — Low priority,4
3443,The Commercial Bank,TX,Mason,Micro community,114.2,1.0,25517.010534793648,4599.170769793653,46434.850299793645,62.54679359521133,5.057666103909829,0.6931471805599453,2,D — Low priority,4
3444,Great Nations Bank,OK,Norman,Micro community,114.0,3.0,25479.403332238307,4586.114377238304,46372.692287238286,62.49863386385742,5.056904851336473,1.3862943611198906,2,D — Low priority,4
3445,The State Bank of Wynnewood,OK,Wynnewood,Micro community,114.0,1.0,25472.94890775917,4583.873897759167,46362.02391775918,62.490364227732975,5.056904851336473,0.6931471805599453,2,D — Low priority,4
3446,Wahoo State Bank,NE,Wahoo,Micro community,114.0,2.0,25465.091562469097,4581.146572469092,46349.0365524691,62.48029549352873,5.056904851336473,1.0986122886681096,2,D — Low priority,4
3447,Portage Bank,WA,Bellevue,Micro community,113.8,3.0,25407.29121409576,4561.088514095758,46253.49391409574,62.406172714680295,5.056142262059052,1.3862943611198906,2,D — Low priority,4
3448,Richland County Bank,WI,Richland Center,Micro community,113.6,1.0,25357.35754047973,4543.767110479734,46170.94797047974,62.34206000272023,5.055378331375,0.6931471805599453,2,D — Low priority,4
3449,Neighbors Bank,MO,Clarence,Micro community,113.6,1.0,25353.99157009634,4542.599720096339,46165.38342009635,62.337735629415725,5.055378331375,0.6931471805599453,2,D — Low priority,4
3450,First State Bank of Beecher City,IL,Beecher City,Micro community,113.5,1.0,25320.05380479015,4530.830969790148,46109.27663979014,62.29411620707872,5.054995861529141,0.6931471805599453,2,D — Low priority,4
3452,Home Savings Bank,KS,Chanute,Micro community,113.3,1.0,25280.512089857475,4517.122569857473,46043.90160985748,62.24325173885117,5.054229909863397,0.6931471805599453,2,D — Low priority,4
3453,The First State Bank of Healy,KS,Healy,Micro community,113.2,1.0,25256.67780115011,4508.8615561501065,46004.49404615012,62.21257041499605,5.053846426852252,0.6931471805599453,2,D — Low priority,4
3454,Monroe Savings Bank,NJ,Williamstown,Micro community,113.2,2.0,25242.65865687443,4504.003161874429,45981.31415187442,62.19451612245174,5.053846426852252,1.0986122886681096,2,D — Low priority,4
3455,Security State Bank of Wanamingo,MN,Wanamingo,Micro community,113.1,1.0,25219.10820620096,4495.842771200963,45942.37364120096,62.16417413582512,5.053462604925455,0.6931471805599453,2,D — Low priority,4
3456,Peoples Bank of Greensboro,AL,Greensboro,Micro community,112.9,1.0,25159.12034128482,4475.062916284822,45843.17776628482,62.08681316477066,5.052693941924968,0.6931471805599453,2,D — Low priority,4
3457,The Peoples Bank,GA,Willacoochee,Micro community,112.7,2.0,25102.228882912423,4455.364102912421,45749.09366291241,62.01334733212055,5.051923916046107,1.0986122886681096,2,D — Low priority,4
3458,The First National Bank of Coleraine,MN,Coleraine,Micro community,112.7,2.0,25100.827774451107,4454.87906945111,45746.7764794511,62.01153682728923,5.051923916046107,1.0986122886681096,2,D — Low priority,4
3459,The First National Bank of Anson,TX,Anson,Micro community,112.6,1.0,25085.97649519592,4449.738185195924,45722.21480519592,61.99234251202793,5.0515383905153275,0.6931471805599453,2,D — Low priority,4
3461,"The Lytle State Bank of Lytle, Texas",TX,Lytle,Micro community,112.6,1.0,25067.483651898605,4443.337531898605,45691.6297718986,61.968432579647605,5.0515383905153275,0.6931471805599453,2,D — Low priority,4
3463,The Farmers State Bank of Brush,CO,Brush,Micro community,112.3,3.0,24986.80324520506,4415.423045205063,45558.18344520506,61.86399977617968,5.050379756261457,1.3862943611198906,2,D — Low priority,4
3464,Exchange State Bank,IL,Lanark,Micro community,112.3,1.0,24985.1226743552,4414.841764355197,45555.4035843552,61.86182238466903,5.050379756261457,0.6931471805599453,2,D — Low priority,4
3465,Anna State Bank,IL,Anna,Micro community,112.3,1.0,24984.562486532577,4414.648006532581,45554.47696653259,61.861096571984,5.050379756261457,0.6931471805599453,2,D — Low priority,4
3466,State Bank,WY,Green River,Micro community,112.2,3.0,24969.99803510097,4409.6107351009705,45530.38533510096,61.84222271855093,5.049992856920142,1.3862943611198906,2,D — Low priority,4
3468,Maynard Savings Bank,IA,Maynard,Micro community,111.8,3.0,24846.233855971423,4366.827585971427,45325.64012597142,61.681582677017424,5.048441803550404,1.3862943611198906,2,D — Low priority,4
3469,Legacy Bank,CA,Murrieta,Micro community,111.5,1.0,24765.06394382778,4338.790023827778,45191.33786382778,61.57597820432383,5.047274867384179,0.6931471805599453,2,D — Low priority,4
3470,Turtle Mountain State Bank,ND,Belcourt,Micro community,111.4,1.0,24749.112926630056,4333.282261630055,45164.94359163005,61.55520208835588,5.04688519083771,0.6931471805599453,2,D — Low priority,4
3471,Home Savings Bank,UT,Salt Lake City,Micro community,111.4,1.0,24740.718060037107,4330.383845037102,45151.052275037095,61.5442647292056,5.04688519083771,0.6931471805599453,2,D — Low priority,4
3472,The Lyndon State Bank,KS,Lyndon,Micro community,111.4,3.0,24737.91983336147,4329.417768361467,45146.42189836146,61.54061855010771,5.04688519083771,1.3862943611198906,2,D — Low priority,4
3473,Citizens Bank & Trust,MO,Rock Port,Micro community,111.3,2.0,24723.08975130298,4324.298081302979,45121.88142130298,61.52129052124498,5.046495164334709,1.0986122886681096,2,D — Low priority,4
3474,Global Innovations Bank,MN,Kiester,Micro community,111.3,1.0,24714.975548099606,4321.4971130996055,45108.45398309961,61.51071247058229,5.046495164334709,0.6931471805599453,2,D — Low priority,4
3475,Community Savings Bank,OH,Bethel,Micro community,111.1,2.0,24649.232187929963,4298.80927792996,44999.65509792996,61.42493272746725,5.0457140589408676,1.0986122886681096,2,D — Low priority,4
3476,First State Bank of Le Center,MN,Le Center,Micro community,110.9,2.0,24603.0822576145,4282.889822614508,44923.27469261451,61.36463930939043,5.04493154614916,1.0986122886681096,2,D — Low priority,4
3477,Pikes Peak National Bank,CO,Colorado Springs,Micro community,110.7,3.0,24549.39124553973,4264.376090539727,44834.40640053974,61.29441190644983,5.044147620878722,1.3862943611198906,2,D — Low priority,4
3478,Bank of Bozeman,MT,Bozeman,Micro community,110.7,1.0,24547.154370772118,4263.604935772119,44830.7038057721,61.29148417949944,5.044147620878722,0.6931471805599453,2,D — Low priority,4
3479,The Peoples Savings and Loan Company,OH,West Liberty,Micro community,110.7,2.0,24536.52948982936,4259.942224829354,44813.11675482935,61.277575742711065,5.044147620878722,1.0986122886681096,2,D — Low priority,4
3482,Sibley State Bank,IA,Sibley,Micro community,110.0,1.0,24360.72575036744,4199.380720367439,44522.07078036744,61.04693702558019,5.041392685158225,0.6931471805599453,2,D — Low priority,4
3484,First Federal Savings and Loan Bank,KS,Olathe,Micro community,109.8,1.0,24288.93093094942,4174.672155949424,44403.189705949415,60.95247389143688,5.040602340114073,0.6931471805599453,2,D — Low priority,4
3485,The Bank of Magnolia Company,OH,Magnolia,Micro community,109.8,3.0,24281.38950026199,4172.0775302619895,44390.701470262,60.94254205037885,5.040602340114073,1.3862943611198906,2,D — Low priority,4
3486,The Cowboy Bank of Texas,TX,Maypearl,Micro community,109.3,1.0,24142.612739724605,4124.358624724606,44160.866854724605,60.75946014492458,5.038620161949702,0.6931471805599453,2,D — Low priority,4
3487,"Morganton Savings Bank, S.S.B.",NC,Morganton,Micro community,109.2,1.0,24111.90821125404,4113.8077462540405,44110.00867625404,60.718871499511486,5.038222638368718,0.6931471805599453,2,D — Low priority,4
3488,Strasburg State Bank,ND,Strasburg,Micro community,109.0,1.0,24065.300557193485,4097.796997193484,44032.80411719349,60.65720361482877,5.037426497940624,0.6931471805599453,2,D — Low priority,4
3489,Nashville Savings Bank,IL,Nashville,Micro community,108.9,1.0,24038.51218017745,4088.5972601774574,43988.427100177454,60.62172814574701,5.037027879755775,0.6931471805599453,2,D — Low priority,4
3490,Covington County Bank,MS,Collins,Micro community,108.8,2.0,24009.494777582146,4078.634217582139,43940.35533758214,60.58327520428299,5.036628895362161,1.0986122886681096,2,D — Low priority,4
3491,Bank of Erath,LA,Erath,Micro community,108.6,3.0,23962.069974573005,4062.3559645730056,43861.783984573005,60.52037191011668,5.035829825252828,1.3862943611198906,2,D — Low priority,4
3493,The Baldwin State Bank,KS,Baldwin City,Micro community,107.7,2.0,23701.121912515813,3972.897142515813,43429.34668251581,60.17297125873963,5.0322157032979815,1.0986122886681096,2,D — Low priority,4
3494,Anderson State Bank,IL,Oneida,Micro community,107.4,1.0,23614.20254721098,3943.140857210983,43285.26423721098,60.05676859202119,5.031004281363537,0.6931471805599453,2,D — Low priority,4
3495,First Capital Bank,TX,Quanah,Micro community,107.2,2.0,23561.56496499075,3925.130909990754,43197.99901999076,59.98627802551228,5.030194785356751,1.0986122886681096,2,D — Low priority,4
3496,First Bank and Trust of Fullerton,NE,Fullerton,Micro community,107.1,2.0,23534.27601835816,3915.797033358153,43152.75500335814,59.949697996392125,5.029789470831855,1.0986122886681096,2,D — Low priority,4
3497,The Corn City State Bank,OH,Deshler,Micro community,106.8,1.0,23465.23238688423,3892.1907218842334,43038.27405188423,59.85703829978941,5.0285712526925375,0.6931471805599453,2,D — Low priority,4
3498,Clay County State Bank,IL,Louisville,Micro community,106.7,1.0,23415.967677869376,3875.355067869376,42956.58028786937,59.79082722360294,5.02816441942447,0.6931471805599453,2,D — Low priority,4
3499,The Citizens National Bank of McConnelsville,OH,Mcconnelsville,Micro community,106.3,2.0,23308.289418034165,3838.581013034167,42777.99782303415,59.64583061363644,5.026533264523296,1.0986122886681096,2,D — Low priority,4
3500,Breda Savings Bank,IA,Breda,Micro community,106.2,1.0,23288.81803642952,3831.934681429526,42745.70139142952,59.61957001707776,5.02612451674545,0.6931471805599453,2,D — Low priority,4
3501,Citizens State Bank and Trust Company,KS,Hiawatha,Micro community,106.0,2.0,23236.53153692255,3814.092601922546,42658.97047192256,59.548990113524894,5.02530586526477,1.0986122886681096,2,D — Low priority,4
3503,Investment Savings Bank,PA,Altoona,Micro community,106.0,2.0,23231.804082794468,3812.479802794464,42651.12836279445,59.5426041868374,5.02530586526477,1.0986122886681096,2,D — Low priority,4
3504,Citizens National Bank,TX,Crockett,Micro community,105.9,1.0,23217.344233105134,3807.547133105134,42627.14133310514,59.52306694833914,5.024895960107485,0.6931471805599453,2,D — Low priority,4
3505,Platte Valley Bank,NE,North Bend,Micro community,105.8,1.0,23180.086472080868,3794.8401820808704,42565.33276208088,59.47269445484573,5.024485667699167,0.6931471805599453,2,D — Low priority,4
3507,Citizens Bank & Trust Co.,MS,Marks,Micro community,105.4,2.0,23079.464944982363,3760.54248498236,42398.38740498235,59.33642186922149,5.022840610876528,1.0986122886681096,2,D — Low priority,4
3508,Local Bank,AL,Tuscaloosa,Micro community,105.4,3.0,23077.519657901845,3759.879702901844,42395.15961290184,59.3337839996334,5.022840610876528,1.3862943611198906,2,D — Low priority,4
3509,First State Bank Minnesota,MN,Le Roy,Micro community,105.2,2.0,23011.667516586214,3737.449516586219,42285.88551658621,59.2444111943928,5.0220157398177205,1.0986122886681096,2,D — Low priority,4
3510,American Exchange Bank,OK,Henryetta,Micro community,104.9,3.0,22932.78102190262,3710.5960819026186,42154.965961902606,59.13715540476362,5.020775488193558,1.3862943611198906,2,D — Low priority,4
3511,Exchange State Bank,KS,Saint Paul,Micro community,104.8,3.0,22891.404292681786,3696.5183876817855,42086.290197681774,59.08081420085679,5.020361282647708,1.3862943611198906,2,D — Low priority,4
3512,FNNB Bank,IA,Newton,Micro community,104.6,1.0,22858.36385162781,3685.2805316278136,42031.44717162782,59.03578232230395,5.019531684531255,0.6931471805599453,2,D — Low priority,4
3513,The Bank of Milan,TN,Milan,Micro community,104.5,2.0,22807.28557529759,3667.913815297589,41946.65733529759,58.96609267675912,5.019116290447073,1.0986122886681096,2,D — Low priority,4
3514,The Glen Burnie Mutual Savings Bank,MD,Glen Burnie,Micro community,104.4,1.0,22802.844530057184,3666.404210057184,41939.28485005719,58.96002922811916,5.018700498666243,0.6931471805599453,2,D — Low priority,4
3515,Ascent Bank,MT,Helena,Micro community,104.1,2.0,22695.730762350337,3630.011432350335,41761.45009235033,58.81357930025646,5.017450729510536,1.0986122886681096,2,D — Low priority,4
3516,First National Bank,OK,Heavener,Micro community,103.9,3.0,22655.506881069778,3616.353726069776,41694.66003606977,58.7584815207345,5.016615547557177,1.3862943611198906,2,D — Low priority,4
3517,United Orient Bank,NY,New York,Micro community,103.9,2.0,22639.696707176165,3610.986807176167,41668.40660717618,58.73680976333995,5.016615547557177,1.0986122886681096,2,D — Low priority,4
3518,The Citizens Bank of Edina,MO,Edina,Micro community,103.9,1.0,22638.58726312885,3610.610223128855,41666.56430312885,58.735288670320976,5.016615547557177,0.6931471805599453,2,D — Low priority,4
3519,Bank of Louisiana,LA,New Orleans,Micro community,103.8,4.0,22626.10639587968,3606.3740308796814,41645.83876087968,58.71817395120858,5.016197353512439,1.6094379124341003,2,D — Low priority,4
3520,Beauregard Federal Savings Bank,LA,Deridder,Micro community,103.6,2.0,22577.576301509693,3589.9065615096915,41565.2460415097,58.65157436126599,5.015359755409214,1.0986122886681096,2,D — Low priority,4
3521,Century Bank of Florida,FL,Tampa,Micro community,103.6,1.0,22573.69434883585,3588.5896188358493,41558.79907883584,58.6462434800391,5.015359755409214,0.6931471805599453,2,D — Low priority,4
3522,White State Bank,IA,South English,Micro community,103.5,3.0,22545.41358749774,3578.996787497741,41511.83038749774,58.60739115245992,5.014940349792936,1.3862943611198906,2,D — Low priority,4
3523,First Naturalstate Bank,AR,Mcgehee,Micro community,103.5,3.0,22545.13634287104,3578.902757871043,41511.36992787105,58.60701013361557,5.014940349792936,1.3862943611198906,2,D — Low priority,4
3524,The Bank of Grain Valley,MO,Grain Valley,Micro community,103.4,2.0,22502.721977682613,3564.520287682615,41440.92366768261,58.54868821280665,5.014520538757924,1.0986122886681096,2,D — Low priority,4
3525,Bank of Billings,MO,Billings,Micro community,103.2,2.0,22468.63001552029,3552.9637705202917,41384.2962605203,58.50176439423947,5.013679697291193,1.0986122886681096,2,D — Low priority,4
3526,Hometown Community Bank,MN,Cyrus,Micro community,103.1,4.0,22416.25500709993,3535.2163970999336,41297.29361709994,58.429596527597695,5.013258665283517,1.6094379124341003,2,D — Low priority,4
3527,Gainey Business Bank,AZ,Scottsdale,Micro community,102.8,1.0,22347.825923176948,3512.0414181769447,41183.61042817693,58.33516209859697,5.011993114659257,0.6931471805599453,2,D — Low priority,4
3528,Gunnison Savings and Loan Association,CO,Gunnison,Micro community,102.8,1.0,22342.84001734204,3510.3533823420385,41175.32665234203,58.32827491815784,5.011993114659257,0.6931471805599453,2,D — Low priority,4
3529,The First National Bank of Trinity,TX,Trinity,Micro community,102.6,3.0,22284.125619252824,3490.480564252817,41077.77067425282,58.247104728506486,5.011147360775798,1.3862943611198906,2,D — Low priority,4
3530,The Kansas State Bank Overbrook Kansas,KS,Overbrook,Micro community,102.5,2.0,22255.604944056173,3480.8310340561766,41030.378854056165,58.20763193528728,5.010723865391773,1.0986122886681096,2,D — Low priority,4
3531,Investors Community Bank,MO,Chillicothe,Micro community,102.1,2.0,22160.65509230385,3448.7239273038504,40872.58625730384,58.07601180326715,5.00902574208691,1.0986122886681096,2,D — Low priority,4
3532,Northern State Bank of Virginia,MN,Virginia,Micro community,101.9,2.0,22099.49936573104,3428.0587157310383,40770.940015731045,57.99106644713454,5.008174184006426,1.0986122886681096,2,D — Low priority,4
3533,Senath State Bank,MO,Senath,Micro community,101.9,3.0,22096.179184778804,3426.937114778804,40765.42125477881,57.98645086735348,5.008174184006426,1.3862943611198906,2,D — Low priority,4
3534,"Auburn Savings Bank, FSB",ME,Auburn,Micro community,101.8,2.0,22071.27944533875,3418.5267253387537,40724.03216533875,57.95182361893152,5.00774777800074,1.0986122886681096,2,D — Low priority,4
3535,Woodruff Federal Savings and Loan Association,SC,Woodruff,Micro community,101.7,1.0,22053.851327602373,3412.641152602375,40695.061502602366,57.92757361552848,5.007320952922744,0.6931471805599453,2,D — Low priority,4
3536,First National Bank of Kansas,KS,Burlington,Micro community,101.7,3.0,22041.403529932875,3408.438029932875,40674.36902993287,57.910246668130426,5.007320952922744,1.3862943611198906,2,D — Low priority,4
3537,Dedicated Community Bank,SC,Darlington,Micro community,101.7,2.0,22039.743877618377,3407.877667618379,40671.61008761837,57.90793606094111,5.007320952922744,1.0986122886681096,2,D — Low priority,4
3538,Bar Harbor Savings and Loan Association,ME,Bar Harbor,Micro community,101.6,1.0,22010.70202193193,3398.073386931934,40623.330656931925,57.86748718724943,5.0068937079479,0.6931471805599453,2,D — Low priority,4
3539,Peoples First Savings Bank,OH,Mason,Micro community,101.6,2.0,22009.319173677704,3397.606613677708,40621.03173367771,57.86556042485829,5.0068937079479,1.0986122886681096,2,D — Low priority,4
3540,Community First Bank,WI,Rosholt,Micro community,101.4,3.0,21945.994213841263,3376.2378888412604,40515.75053884125,57.77725365209007,5.006037954997317,1.3862943611198906,2,D — Low priority,4
3541,Owingsville Banking Company,KY,Owingsville,Micro community,101.3,3.0,21940.464532664093,3374.3725076640912,40506.556557664095,57.76953558845504,5.00560944536028,1.3862943611198906,2,D — Low priority,4
3542,First National Bank in Fredonia,KS,Fredonia,Micro community,101.3,1.0,21919.45303977641,3367.28535477641,40471.62072477641,57.74019860831851,5.00560944536028,0.6931471805599453,2,D — Low priority,4
3543,First State Bank,OK,Valliant,Micro community,101.0,3.0,21847.863516267174,3343.14851626718,40352.57851626719,57.64012192198802,5.004321373782642,1.3862943611198906,2,D — Low priority,4
3544,California Pacific Bank,CA,Hayward,Micro community,100.9,2.0,21826.861088896752,3336.0704288967554,40317.65174889676,57.61072657507656,5.003891166236911,1.0986122886681096,2,D — Low priority,4
3545,Bank of Lindsay,NE,Lindsay,Micro community,100.9,1.0,21824.926758496644,3335.418603496641,40314.43491349664,57.60801844101944,5.003891166236911,0.6931471805599453,2,D — Low priority,4
3546,Black River Country Bank,WI,Black River Falls,Micro community,100.7,2.0,21774.36404874394,3318.3842387439345,40230.34385874394,57.53718005279532,5.003029470553618,1.0986122886681096,2,D — Low priority,4
3547,Johnson State Bank,KS,Johnson,Micro community,100.7,2.0,21757.512475093878,3312.7087800938752,40202.316170093865,57.51355009982464,5.003029470553618,1.0986122886681096,2,D — Low priority,4
3548,Community Bank Owatonna,MN,Owatonna,Micro community,100.4,1.0,21690.94799732856,3290.2991173285536,40091.59687732854,57.42010830461065,5.001733712809001,0.6931471805599453,2,D — Low priority,4
3549,First State Bank of Harvey,ND,Harvey,Micro community,100.4,2.0,21686.529517320567,3288.8120773205665,40084.246957320574,57.41389993980251,5.001733712809001,1.0986122886681096,2,D — Low priority,4
3550,"Bank of the Mountains, Inc.",KY,West Liberty,Micro community,100.3,3.0,21654.498291759388,3278.0337917593897,40030.96279175939,57.36887153428608,5.001300933020418,1.3862943611198906,2,D — Low priority,4
3551,The Gerber State Bank,IL,Argenta,Micro community,100.3,2.0,21653.39385314252,3277.6622131425192,40029.12549314251,57.36731827348463,5.001300933020418,1.0986122886681096,2,D — Low priority,4
